"X","ResponseId","app_selected","Benefit","FDA_Approval","Invasive","Burden","Privacy","choice","question"
13,"R_5wnVy3Dhc2O9Lgc",1,"large benefit","FDA approved","CGM required","low burden","yes privacy","yes","Q9"
14,"R_6OvgQp1Cn11NbWN",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q9"
15,"R_61XtKmaCrdKbm4H",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q9"
16,"R_5WxlazDmyHXu82l",2,"small benefit","FDA not approved","CGM not required","high burden","no privacy","yes","Q9"
17,"R_6OvgQp1Cn11NbWN",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q9"
18,"R_61XtKmaCrdKbm4H",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q9"
19,"R_5WxlazDmyHXu82l",2,"large benefit","FDA approved","CGM required","low burden","yes privacy","no","Q9"
20,"R_6alzky3r3AiOdGw",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
21,"R_13fBuKPx13nVOmM",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
22,"R_5lxMgYsU0eYfeOl",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
23,"R_6IHtpYy4YR1cYpS",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
24,"R_6VvF4tZAxLgaxlT",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
25,"R_5RJOH4EWjbehAhH",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
26,"R_7RVo6gunT52Zv7B",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
27,"R_1MaGxEqIUA03UUW",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
28,"R_7MFE81uW7pKopKS",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
29,"R_1qgdEuKExpGBTMv",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
30,"R_3CgcNVHzKFwRLbX",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
31,"R_7hYef0zUpMGPTq5",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
32,"R_5wnVy3Dhc2O9Lgc",1,"small benefit","FDA not approved","CGM not required","high burden","no privacy","no","Q9"
